teamID,Win_Pct,Run_Diff,yearID
ARI,0.4012345679012346,-123,2010
ATL,0.5617283950617284,109,2010
BAL,0.4074074074074074,-172,2010
BOS,0.5493827160493827,74,2010
CHA,0.5432098765432098,48,2010
CHN,0.46296296296296297,-82,2010
CIN,0.5617283950617284,105,2010
CLE,0.42592592592592593,-106,2010
COL,0.5123456790123457,53,2010
DET,0.5,8,2010
FLO,0.49382716049382713,2,2010
HOU,0.4691358024691358,-118,2010
KCA,0.41358024691358025,-169,2010
LAA,0.49382716049382713,-21,2010
LAN,0.49382716049382713,-25,2010
MIL,0.47530864197530864,-54,2010
MIN,0.5802469135802469,110,2010
NYA,0.5864197530864198,166,2010
NYN,0.4876543209876543,4,2010
OAK,0.5,37,2010
PHI,0.5987654320987654,132,2010
PIT,0.35185185185185186,-279,2010
SDN,0.5555555555555556,84,2010
SEA,0.3765432098765432,-185,2010
SFN,0.5679012345679012,114,2010
SLN,0.5308641975308642,95,2010
TBA,0.5925925925925926,153,2010
TEX,0.5555555555555556,100,2010
TOR,0.5246913580246914,27,2010
WAS,0.42592592592592593,-87,2010
ARI,0.5802469135802469,69,2011
ATL,0.5493827160493827,36,2011
BAL,0.42592592592592593,-152,2011
BOS,0.5555555555555556,138,2011
CHA,0.4876543209876543,-52,2011
CHN,0.4382716049382716,-102,2011
CIN,0.4876543209876543,15,2011
CLE,0.49382716049382713,-56,2011
COL,0.4506172839506173,-39,2011
DET,0.5864197530864198,76,2011
FLO,0.4444444444444444,-77,2011
HOU,0.345679012345679,-181,2011
KCA,0.4382716049382716,-32,2011
LAA,0.5308641975308642,34,2011
LAN,0.5093167701863354,32,2011
MIL,0.5925925925925926,83,2011
MIN,0.3888888888888889,-185,2011
NYA,0.5987654320987654,210,2011
NYN,0.47530864197530864,-24,2011
OAK,0.4567901234567901,-34,2011
PHI,0.6296296296296297,184,2011
PIT,0.4444444444444444,-102,2011
SDN,0.4382716049382716,-18,2011
SEA,0.41358024691358025,-119,2011
SFN,0.5308641975308642,-8,2011
SLN,0.5555555555555556,70,2011
TBA,0.5617283950617284,93,2011
TEX,0.5925925925925926,178,2011
TOR,0.5,-18,2011
WAS,0.4968944099378882,-19,2011
ARI,0.5,46,2012
ATL,0.5802469135802469,100,2012
BAL,0.5740740740740741,7,2012
BOS,0.42592592592592593,-72,2012
CHA,0.5246913580246914,72,2012
CHN,0.3765432098765432,-146,2012
CIN,0.5987654320987654,81,2012
CLE,0.41975308641975306,-178,2012
COL,0.3950617283950617,-132,2012
DET,0.5432098765432098,56,2012
HOU,0.3395061728395062,-211,2012
KCA,0.4444444444444444,-70,2012
LAA,0.5493827160493827,68,2012
LAN,0.5308641975308642,40,2012
MIA,0.42592592592592593,-115,2012
MIL,0.5123456790123457,43,2012
MIN,0.4074074074074074,-131,2012
NYA,0.5864197530864198,136,2012
NYN,0.4567901234567901,-59,2012
OAK,0.5802469135802469,99,2012
PHI,0.5,4,2012
PIT,0.4876543209876543,-23,2012
SDN,0.4691358024691358,-59,2012
SEA,0.46296296296296297,-32,2012
SFN,0.5802469135802469,69,2012
SLN,0.5432098765432098,117,2012
TBA,0.5555555555555556,120,2012
TEX,0.5740740740740741,101,2012
TOR,0.4506172839506173,-68,2012
WAS,0.6049382716049383,137,2012
ARI,0.5,-10,2013
ATL,0.5925925925925926,140,2013
BAL,0.5246913580246914,36,2013
BOS,0.5987654320987654,197,2013
CHA,0.3888888888888889,-125,2013
CHN,0.4074074074074074,-87,2013
CIN,0.5555555555555556,109,2013
CLE,0.5679012345679012,83,2013
COL,0.4567901234567901,-54,2013
DET,0.5740740740740741,172,2013
HOU,0.3148148148148148,-238,2013
KCA,0.5308641975308642,47,2013
LAA,0.48148148148148145,-4,2013
LAN,0.5679012345679012,67,2013
MIA,0.38271604938271603,-133,2013
MIL,0.4567901234567901,-47,2013
MIN,0.4074074074074074,-174,2013
NYA,0.5246913580246914,-21,2013
NYN,0.4567901234567901,-65,2013
OAK,0.5925925925925926,142,2013
PHI,0.4506172839506173,-139,2013
PIT,0.5802469135802469,57,2013
SDN,0.4691358024691358,-82,2013
SEA,0.4382716049382716,-130,2013
SFN,0.4691358024691358,-62,2013
SLN,0.5987654320987654,187,2013
TBA,0.5644171779141104,54,2013
TEX,0.558282208588957,94,2013
TOR,0.4567901234567901,-44,2013
WAS,0.5308641975308642,30,2013
ARI,0.3950617283950617,-127,2014
ATL,0.4876543209876543,-24,2014
BAL,0.5925925925925926,112,2014
BOS,0.4382716049382716,-81,2014
CHA,0.4506172839506173,-98,2014
CHN,0.4506172839506173,-93,2014
CIN,0.4691358024691358,-17,2014
CLE,0.5246913580246914,16,2014
COL,0.4074074074074074,-63,2014
DET,0.5555555555555556,52,2014
HOU,0.43209876543209874,-94,2014
KCA,0.5493827160493827,27,2014
LAA,0.6049382716049383,143,2014
LAN,0.5802469135802469,101,2014
MIA,0.47530864197530864,-29,2014
MIL,0.5061728395061729,-7,2014
MIN,0.43209876543209874,-62,2014
NYA,0.5185185185185185,-31,2014
NYN,0.4876543209876543,11,2014
OAK,0.5432098765432098,157,2014
PHI,0.4506172839506173,-68,2014
PIT,0.5432098765432098,51,2014
SDN,0.47530864197530864,-42,2014
SEA,0.5370370370370371,80,2014
SFN,0.5432098765432098,51,2014
SLN,0.5555555555555556,16,2014
TBA,0.47530864197530864,-13,2014
TEX,0.41358024691358025,-136,2014
TOR,0.5123456790123457,37,2014
WAS,0.5925925925925926,131,2014
ARI,0.4876543209876543,7,2015
ATL,0.41358024691358025,-187,2015
BAL,0.5,20,2015
BOS,0.48148148148148145,-5,2015
CHA,0.4691358024691358,-79,2015
CHN,0.5987654320987654,81,2015
CIN,0.3950617283950617,-114,2015
CLE,0.5031055900621118,29,2015
COL,0.41975308641975306,-107,2015
DET,0.45962732919254656,-114,2015
HOU,0.5308641975308642,111,2015
KCA,0.5864197530864198,83,2015
LAA,0.5246913580246914,-14,2015
LAN,0.5679012345679012,72,2015
MIA,0.4382716049382716,-65,2015
MIL,0.41975308641975306,-82,2015
MIN,0.5123456790123457,-4,2015
NYA,0.5370370370370371,66,2015
NYN,0.5555555555555556,70,2015
OAK,0.41975308641975306,-35,2015
PHI,0.3888888888888889,-183,2015
PIT,0.6049382716049383,101,2015
SDN,0.4567901234567901,-81,2015
SEA,0.4691358024691358,-70,2015
SFN,0.5185185185185185,69,2015
SLN,0.6172839506172839,122,2015
TBA,0.49382716049382713,2,2015
TEX,0.5432098765432098,18,2015
TOR,0.5740740740740741,221,2015
WAS,0.5123456790123457,68,2015
ARI,0.42592592592592593,-138,2016
ATL,0.422360248447205,-130,2016
BAL,0.5493827160493827,29,2016
BOS,0.5740740740740741,184,2016
CHA,0.48148148148148145,-29,2016
CHN,0.639751552795031,252,2016
CIN,0.41975308641975306,-138,2016
CLE,0.5838509316770186,101,2016
COL,0.46296296296296297,-15,2016
DET,0.5341614906832298,29,2016
HOU,0.5185185185185185,23,2016
KCA,0.5,-37,2016
LAA,0.4567901234567901,-10,2016
LAN,0.5617283950617284,87,2016
MIA,0.4906832298136646,-27,2016
MIL,0.4506172839506173,-62,2016
MIN,0.36419753086419754,-167,2016
NYA,0.5185185185185185,-22,2016
NYN,0.5370370370370371,54,2016
OAK,0.42592592592592593,-108,2016
PHI,0.4382716049382716,-186,2016
PIT,0.484472049689441,-29,2016
SDN,0.41975308641975306,-84,2016
SEA,0.5308641975308642,61,2016
SFN,0.5370370370370371,84,2016
SLN,0.5308641975308642,67,2016
TBA,0.41975308641975306,-41,2016
TEX,0.5864197530864198,8,2016
TOR,0.5493827160493827,93,2016
WAS,0.5864197530864198,151,2016
ARI,0.5740740740740741,153,2017
ATL,0.4444444444444444,-89,2017
BAL,0.46296296296296297,-98,2017
BOS,0.5740740740740741,117,2017
CHA,0.41358024691358025,-114,2017
CHN,0.5679012345679012,127,2017
CIN,0.41975308641975306,-116,2017
CLE,0.6296296296296297,254,2017
COL,0.5370370370370371,67,2017
DET,0.3950617283950617,-159,2017
HOU,0.6234567901234568,196,2017
KCA,0.49382716049382713,-89,2017
LAA,0.49382716049382713,1,2017
LAN,0.6419753086419753,190,2017
MIA,0.47530864197530864,-44,2017
MIL,0.5308641975308642,35,2017
MIN,0.5246913580246914,27,2017
NYA,0.5617283950617284,198,2017
NYN,0.43209876543209874,-128,2017
OAK,0.46296296296296297,-87,2017
PHI,0.4074074074074074,-92,2017
PIT,0.46296296296296297,-63,2017
SDN,0.4382716049382716,-212,2017
SEA,0.48148148148148145,-22,2017
SFN,0.3950617283950617,-137,2017
SLN,0.5123456790123457,56,2017
TBA,0.49382716049382713,-10,2017
TEX,0.48148148148148145,-17,2017
TOR,0.4691358024691358,-91,2017
WAS,0.5987654320987654,147,2017
ARI,0.5061728395061729,49,2018
ATL,0.5555555555555556,102,2018
BAL,0.29012345679012347,-270,2018
BOS,0.6666666666666666,229,2018
CHA,0.38271604938271603,-192,2018
CHN,0.5828220858895705,116,2018
CIN,0.41358024691358025,-123,2018
CLE,0.5617283950617284,170,2018
COL,0.558282208588957,35,2018
DET,0.3950617283950617,-166,2018
HOU,0.6358024691358025,263,2018
KCA,0.35802469135802467,-195,2018
LAA,0.49382716049382713,-1,2018
LAN,0.5644171779141104,194,2018
MIA,0.391304347826087,-220,2018
MIL,0.588957055214724,95,2018
MIN,0.48148148148148145,-37,2018
NYA,0.6172839506172839,182,2018
NYN,0.47530864197530864,-31,2018
OAK,0.5987654320987654,139,2018
PHI,0.49382716049382713,-51,2018
PIT,0.5093167701863354,-1,2018
SDN,0.4074074074074074,-150,2018
SEA,0.5493827160493827,-34,2018
SFN,0.4506172839506173,-96,2018
SLN,0.5432098765432098,68,2018
TBA,0.5555555555555556,70,2018
TEX,0.41358024691358025,-111,2018
TOR,0.4506172839506173,-123,2018
WAS,0.5061728395061729,89,2018
ARI,0.5246913580246914,70,2019
ATL,0.5987654320987654,112,2019
BAL,0.3333333333333333,-252,2019
BOS,0.5185185185185185,73,2019
CHA,0.4472049689440994,-124,2019
CHN,0.5185185185185185,97,2019
CIN,0.46296296296296297,-10,2019
CLE,0.5740740740740741,112,2019
COL,0.4382716049382716,-123,2019
DET,0.2919254658385093,-333,2019
HOU,0.6604938271604939,280,2019
KCA,0.36419753086419754,-178,2019
LAA,0.4444444444444444,-99,2019
LAN,0.654320987654321,273,2019
MIA,0.35185185185185186,-193,2019
MIL,0.5493827160493827,3,2019
MIN,0.6234567901234568,185,2019
NYA,0.6358024691358025,204,2019
NYN,0.5308641975308642,54,2019
OAK,0.5987654320987654,165,2019
PHI,0.5,-20,2019
PIT,0.42592592592592593,-153,2019
SDN,0.43209876543209874,-107,2019
SEA,0.41975308641975306,-135,2019
SFN,0.47530864197530864,-95,2019
SLN,0.5617283950617284,102,2019
TBA,0.5925925925925926,113,2019
TEX,0.48148148148148145,-68,2019
TOR,0.41358024691358025,-102,2019
WAS,0.5740740740740741,149,2019
ARI,0.4166666666666667,-26,2020
ATL,0.5833333333333334,60,2020
BAL,0.4166666666666667,-20,2020
BOS,0.4,-59,2020
CHA,0.5833333333333334,60,2020
CHN,0.5666666666666667,25,2020
CIN,0.5166666666666667,0,2020
CLE,0.5833333333333334,39,2020
COL,0.43333333333333335,-78,2020
DET,0.39655172413793105,-69,2020
HOU,0.48333333333333334,4,2020
KCA,0.43333333333333335,-24,2020
LAA,0.43333333333333335,-27,2020
LAN,0.7166666666666667,136,2020
MIA,0.5166666666666667,-41,2020
MIL,0.48333333333333334,-17,2020
MIN,0.6,54,2020
NYA,0.55,45,2020
NYN,0.43333333333333335,-22,2020
OAK,0.6,42,2020
PHI,0.4666666666666667,-5,2020
PIT,0.31666666666666665,-79,2020
SDN,0.6166666666666667,84,2020
SEA,0.45,-49,2020
SFN,0.48333333333333334,2,2020
SLN,0.5172413793103449,11,2020
TBA,0.6666666666666666,60,2020
TEX,0.36666666666666664,-88,2020
TOR,0.5333333333333333,-10,2020
WAS,0.43333333333333335,-8,2020
ARI,0.32098765432098764,-214,2021
ATL,0.546583850931677,134,2021
BAL,0.32098765432098764,-297,2021
BOS,0.5679012345679012,80,2021
CHA,0.5740740740740741,160,2021
CHN,0.4382716049382716,-134,2021
CIN,0.5123456790123457,26,2021
CLE,0.49382716049382713,-10,2021
COL,0.45962732919254656,-57,2021
DET,0.47530864197530864,-59,2021
HOU,0.5864197530864198,205,2021
KCA,0.4567901234567901,-102,2021
LAA,0.47530864197530864,-81,2021
LAN,0.654320987654321,269,2021
MIA,0.41358024691358025,-78,2021
MIL,0.5864197530864198,115,2021
MIN,0.4506172839506173,-105,2021
NYA,0.5679012345679012,42,2021
NYN,0.47530864197530864,-32,2021
OAK,0.5308641975308642,56,2021
PHI,0.5061728395061729,-11,2021
PIT,0.3765432098765432,-224,2021
SDN,0.4876543209876543,21,2021
SEA,0.5555555555555556,-51,2021
SFN,0.6604938271604939,210,2021
SLN,0.5555555555555556,34,2021
TBA,0.6172839506172839,206,2021
TEX,0.37037037037037035,-190,2021
TOR,0.5617283950617284,183,2021
WAS,0.4012345679012346,-96,2021
ARI,0.4567901234567901,-38,2022
ATL,0.6234567901234568,180,2022
BAL,0.5123456790123457,-14,2022
BOS,0.48148148148148145,-52,2022
CHA,0.5,-31,2022
CHN,0.4567901234567901,-74,2022
CIN,0.38271604938271603,-167,2022
CLE,0.5679012345679012,64,2022
COL,0.41975308641975306,-175,2022
DET,0.4074074074074074,-156,2022
HOU,0.654320987654321,219,2022
KCA,0.4012345679012346,-170,2022
LAA,0.4506172839506173,-45,2022
LAN,0.6851851851851852,334,2022
MIA,0.42592592592592593,-90,2022
MIL,0.5308641975308642,37,2022
MIN,0.48148148148148145,12,2022
NYA,0.6111111111111112,240,2022
NYN,0.6234567901234568,166,2022
OAK,0.37037037037037035,-202,2022
PHI,0.5370370370370371,62,2022
PIT,0.38271604938271603,-226,2022
SDN,0.5493827160493827,45,2022
SEA,0.5555555555555556,67,2022
SFN,0.5,19,2022
SLN,0.5740740740740741,135,2022
TBA,0.5308641975308642,52,2022
TEX,0.41975308641975306,-36,2022
TOR,0.5679012345679012,96,2022
WAS,0.3395061728395062,-252,2022
